,input,pred,output
2696,hisham,हिशम,हिशाम
2697,schultz,श्ल्ट्,शुल्ट्ज
2698,poorvapekshaon,पूरवेप्रकोष,पूर्वापेक्षाओं
2699,uthanee,उठनी,उठनी
2700,scranton,स्क्रेंटो,स्क्रेनटन
2701,arthawyavasthataaon,अर्थव््यावस्ताओओं,अर्थव्यवस्थताओं
2702,farm,फरम,फार्म
2703,bhupsingh,भुपसिंह,भूपसिंह
2704,shohadapantee,शोहापदाती,शोहदापंती
2705,mood,मूड,मूड
2706,tinka,तिंका,टिंका
2707,blackburn,ब्लाकक्रर,ब्लैकबर्न
2708,jamshedpur,जमशेपुरर,जमशेदपुर
2709,ratnaabhooshan,रत्नभानूश,रत्नाभूषण
2710,mohini,मोहिनी,मोहिनी
2711,fallujaa,फललुजाा,फ़ल्लूजा
2712,rajasthan,राजस्थन,राजस्थान
2713,theratipally,थेरिट्पलल,थेराटीपल्ली
2714,thakkar,थकककर,ठक्कर
2715,purooshottamaachary,पुरोथ्त्ररररररर,पुरूषोत्तमाचार्य
2716,siducing,सिड्सिंग,सिडयूसिंग
2717,aasan,आसन,आसान
2718,nelson,नेलसन,नेल्सन
2719,nadep,नेदप,नाडेप
2720,mool,मूल,मूल
2721,parmoujood,परमौूूड,परमौजूद
2722,bhedabhaavon,भेदभवाओं,भेदभावों
2723,sathiya,सतिया,साथिया
2724,chi,चीआई,ची
2725,swaastikakaar,स्वास्किताकर,स्वास्तिकाकार
2726,sarebajar,सरेजाबर,सरेबाजार
2727,version,वर्सन,वर्शन
2728,sipah,सिपा,सिपाह
2729,badyal,बा््यल,बडयाल
2730,preranapuree,प्रेनापुरर,प्रेरणापुरी
2731,ordanens,ओरडेंंस,ऑर्डनेंस
2732,saraaymohiuddinpur,सरामहियुदददुर्र,सरायमोहिउद्दीनपुर
2733,sandali,संदली,संदली
2734,sehgal,सहहगल,सहगल
2735,wadhawan,वढ़वां,वधावन
2736,uthaakar,उठाकर,उठाकर
2737,breed,ब्रीड,ब्रीद
2738,suniti,सुनिती,सुनीति
2739,charanbaddh,चराबंदधध,चरणबद्घ
2740,aadiwadiyon,आदिवादियों,आदिवादियों
2741,daulatabad,दौलताबाद,दौलताबाद
2742,rocket,रॉकेट,रॊकेट
2743,vartamaan,वर्तमा,वर्तमान
2744,liberation,लिब्रेशन,लिब्रेशन
2745,bengaluru,बेंगुलरु,बेंगलुरु
2746,kyaah,क्याह,क्याः
2747,chhudwaya,छुद्याा,छुड़वाया
2748,pakhandi,पखांडी,पाखंडी
2749,paimaish,पैमैश,पैमाइश
2750,agarwal,अगरवाल,अग्रवाल
2751,capacitor,कैपिस्टर,कैपेसिटर
2752,pratipaalpur,प्रतिपापुर,प्रतिपालपुर
2753,thousand,थूस्ंड,थाऊजेंड
2754,pope,पोपे,पोप
2755,lalaaniyaa,ललानिया,ललानिया
2756,haokip,हाओकि,हाओकिप
2757,baji,बजी,बाज़ी
2758,ukhadhakar,उखधाकर,उखड़कर
2759,tanish,तानिश,टैनिस
2760,chee,ची,ची
2761,priyamani,प्रियानमी,प्रियामणि
2762,purooshottamachaary,पुरोथ्त्ररररररर,पुरूषोत्तमाचार्य
2763,badlapur,बादलपुर,बदलापुर
2764,ojha,झौ,ओझा
2765,faarensis,फारेनससस,फारेंसिस
2766,wyakhyatmakta,व्या््यक्क्तता,व्याख्यात्मकता
2767,uplabdhiyon,उपल्बधियों,उपलब्धियों
2768,ogrenaaij,ओग्रेनियो,ऑग्रेनाइज
2769,dungarpur,दुंगरपुर,डूंगरपुर
2770,chheter,छेतर,छेत्र
2771,polimer,पोलिमर,पॉलिमर
2772,daishawaalaa,दशावाला,डैशवाला
2773,chausinga,चौसिंगा,चौसिंगा
2774,rate,रते,रेट
2775,telelinks,टेलिलेंक्स,टेलीलिंक्स
2776,toncil,टोंसील,टोंसिल
2777,rp,आरपी,आरपी
2778,sihuntaa,सिहुनता,सिहुंता
2779,ghigghee,घिग्घी,घिग्घी
2780,bataao,बताओ,बताअाे
2781,politheenon,पोलिथिनों,पॉलिथीनों
2782,rajouri,राजौरी,रजौरी
2783,roket,रोकेट,रॊकेट
2784,bajpai,बापाई,बाजपेयी
2785,burleson,बर्लससन,बर्ल्सन
2786,pali,पाली,पाली
2787,satmev,सतमेव,सत्मेव
2788,sukhakar,सुखकर,सूखाकर
2789,should,शोल्ड,शुड
2790,nigmaayukt,निज्मुक्त,निगमायुक्त
2791,sanskrutiyon,संस्कुरितियों,संस्कृतियों
2792,anupama,अनुपाा,अनुपमा
2793,rivas,रिवास,रिवास
2794,spinj,स्पीजन,स्पिन्ज
2795,nichalaa,निचाला,निचला
2796,visabal,विसाबल,विसबल
2797,raith,राथ,रैथ
2798,stration,स्ट्रेशन,स्ट्रेशन
2799,lakshayatirth,लक्षयात्रित,लक्ष्यतीर्थ
2800,itibhagwatee,इतिभातावी,इतिभगवती
2801,ekstactor,इक्सट्ट्रो,एक्सटेक्टर
2802,avrodhak,अवर्धोक,अवरोधक
2803,kavi,कवी,कवि
2804,halmatpuraa,हलम्पुतराा,हलमतपुरा
2805,jaanaakaree,जानाकरी,जानाकरी
2806,chhapemar,छेपमर,छापेमार
2807,jonesboro,जोनेसोबरो,जोन्सबोरो
2808,sulati,सुलाती,सुलाती
2809,aavritiyon,आवृतियों,आवृत्तियों
2810,fineotex,फिन्यक्ट्स,फिनोटेक्स
2811,lurhakate,लुराकेट,लुढ़कते
2812,beeeseses,बीसिस,बीएसएसएस
2813,saindan,सैंदन,सैंदान
2814,srijanvigyanee,श्रिजनिन्याजी,सृजनविज्ञानी
2815,natijeh,नतीजी,नतीजेः
2816,dikhaaiye,दिखाइये,दिखाइये
2817,ubhaara,उभारा,उभारा
2818,pashtun,पश्तुन,पश्तून
2819,reno,रेनो,रिनो
2820,lahsun,लहसुन,लहसुन
2821,kaavyavidhaaon,काववियाधाओं,काव्यविधाओं
2822,niyanta,नियांता,नियंता
2823,bhavishya,भविश्या,भविष्य
2824,kranj,क्रांज,करंज
2825,mukhyamantriyon,मुख्यमंत्रियों,मुख्यमंत्रियाें
2826,cw,एसआई,सीडब्ल्यू
2827,raatrichar,रातिचररर,रात्रिचर
2828,nagaaraa,नागारा,नगाड़ा
2829,grover,ग्रववर,ग्रोवर
2830,alba,अल्बा,अल्बा
2831,kahlaya,कल्या,कहलाया
2832,sacchidanand,सकिचंददद,सच्चिदानंद
2833,gajra,गजरा,गजरा
2834,labelling,लबेलिंगग,लेबलिंग
2835,tughlaqabad,तुलगाबाकाड,तुगलकाबाद
2836,maryadaon,मार्यादों,मर्यादाओं
2837,amod,माोड,आमोद
2838,prana,प्राना,प्राना
2839,darati,दरती,डराती
2840,sinha,सिन्हा,सिन्हा
2841,zavala,ज़वाला,ज़वाला
2842,maamalonmen,ममलमेननों,मामलोंमें
2843,darshnarthee,दर्श्न्रीी,दर्शनार्थी
2844,chandrabali,चंद्रबाली,चंद्रबली
2845,kaasovo,कासोोो,कासोवो
2846,bayaane,बायने,बयाने
2847,ramjeelaal,रामजीलल,रामजीलाल
2848,producton,प्रोडक्टों,प्रॉडक्टों
2849,chhaapemaar,छापेमार,छापेमार
2850,nichaai,निचाई,नीचाई
2851,nishkarshah,निश्कर्षह,निष्कर्षः
2852,bahulya,बहुल्या,बाहुल्य
2853,lagavaatee,लगावती,लगवाती
2854,ralhan,रालहन,रल्हन
2855,duar,दुआर,दोआर
2856,soochnaah,सूचनाह,सूचनाः
2857,furaame,फुरामे,फुरामे
2858,apvartit,अपवर्तित,अपवर्तित
2859,ropane,रोपने,रोपने
2860,nrityashaili,नृत्याशील,नृत्यशैली
2861,dilaega,दिलागा,दिलाएगा
2862,baker,बेकर,बेकर
2863,lordaa,लोरदा,लोरदा
2864,welwet,वेलवेट,वेलवेट
2865,sandrbh,सं्््रर,संदर्भ
2866,khisakate,खिसकते,खिसकते
2867,dhasmaanaa,धस्माना,धस्माना
2868,tughlaq,तुल्गक,तुगलक
2869,nahargarh,नहरगढ़,नाहरगढ
2870,takeinsider,टैक्सिंडर,टेकइनसाइडर
2871,longewal,लोंगेवाल,लोंगोवाल
2872,aamriyapada,आमृयपाड़ा,आमरियापाड़ा
